section name,section type,size
.text.ql_rtc_to_sec_time,text,158
.text.ql_rtc_time_check,text,156
.text.ql_rtc_set_time,text,120
.text.ql_rtc_get_time,text,48
.text.ql_rtc_get_localtime,text,68
.text.ql_rtc_set_timezone,text,28
.text.ql_rtc_get_timezone,text,28
.text.ql_rtc_print_time,text,88
.text.ql_rtc_set_alarm,text,132
.text.ql_rtc_get_alarm,text,48
.text.ql_rtc_enable_alarm,text,148
.text.ql_rtc_get_cfg,text,100
.text.ql_rtc_set_cfg,text,64
.text.ql_rtc_register_cb,text,68
.rodata.ql_rtc_enable_alarm.str1.1,rodata,46
.rodata.ql_rtc_get_cfg.str1.1,rodata,35
.rodata.ql_rtc_print_time.str1.1,rodata,44
.rodata.ql_rtc_register_cb.str1.1,rodata,17
.rodata.ql_rtc_set_alarm.str1.1,rodata,30
.rodata.ql_rtc_set_time.str1.1,rodata,43
.rodata.ql_rtc_time_check.str1.1,rodata,24
.text.quec_fatfs_errcode_to_sdmmc,text,164
.text.ql_sdmmc_lock,text,16
.text.ql_sdmmc_unlock,text,12
.text.ql_sdmmc_is_mount,text,8
.text.ql_sdmmc_is_format,text,8
.text.ql_sdmmc_block_device_is_create,text,6
.text.ql_sdmmc_is_open,text,44
.text.ql_sdmmc_set_clk,text,56
.text.ql_sdmmc_write,text,156
.text.ql_sdmmc_read,text,156
.text.ql_sdmmc_get_block_number,text,44
.text.ql_sdmmc_get_hw_info,text,120
.text.ql_sdmmc_sdio1_vdd_off,text,4
.text.ql_sdmmc_register_power_reset_cb,text,72
.text.ql_sdmmc_set_dev_cfg,text,140
.text.quec_sdmmc_fatfs_init,text,116
.text.ql_sdmmc_is_mount_ex,text,16
.text.ql_sdmmc_is_format_ex,text,16
.text.ql_sdmmc_is_fdisk_ex,text,6
.text.ql_sdmmc_mkfs_ex,text,44
.text.ql_sdmmc_mkfs,text,8
.text.ql_sdmmc_umount_ex,text,36
.text.ql_sdmmc_umount,text,6
.text.ql_sdmmc_open,text,172
.text.ql_sdmmc_close,text,76
.text.ql_sdmmc_mount_ex,text,36
.text.ql_sdmmc_mount,text,6
.text.ql_sdmmc_fdisk_ex,text,62
.text.ql_sdmmc_send_write_prot,text,52
.text.ql_sdmmc_fat_lock,text,48
.text.ql_sdmmc_fat_unlock,text,48
.text.ql_sdmmc_fat_is_lock,text,14
.text.ql_sdmmc_fcreate_file,text,20
.rodata.ql_sdmmc_fat_lock.str1.1,rodata,25
.rodata.ql_sdmmc_open.str1.1,rodata,61
.rodata.ql_sdmmc_register_power_reset_cb.str1.1,rodata,25
.rodata.quec_sdmmc_fatfs_init.str1.1,rodata,60
.text.ql_get_imsi_rsp,text,72
.text.ql_cpin_read_rsp,text,104
.text.ql_clck_sim_enable_rsp,text,68
.text.ql_clck_sim_disable_rsp,text,68
.text.ql_sim_verify_pin_rsp,text,72
.text.ql_sim_change_pin_rsp,text,68
.text.ql_sim_unblock_pin_rsp,text,72
.text.ql_sim_send_apdu_rsp,text,156
.text.ql_get_cnum_rsp,text,404
.text.ql_sim_file_get_path.part.0,text,136
.text.ql_sim_try_lock,text,12
.text.ql_sim_unlock,text,8
.text.ql_cimi_resp_before_pb_done,text,132
.text.ql_sim_get_imsi,text,240
.text.ql_sim_get_mnc_len,text,16
.text.ql_convert_iccid,text,88
.text.ql_get_ccid_rsp,text,104
.text.ql_sim_get_iccid,text,260
.text.ql_sim_get_phonenumber,text,228
.text.ql_sim_get_card_status,text,76
.text.ql_sim_get_card_status_phy,text,256
.text.ql_sim_enable_pin,text,248
.text.ql_sim_disable_pin,text,248
.text.ql_sim_verify_pin,text,272
.text.ql_sim_change_pin,text,300
.text.ql_sim_unblock_pin,text,376
.text.ql_sim_get_pin_remain_retries,text,308
.text.ql_sim_get_operate_id,text,24
.text.ql_sim_set_operate_id,text,264
.text.ql_sim_hotplug_get_volttrigger,text,16
.text.ql_sim_set_hotplug,text,256
.text.ql_sim_hotplug_register_cb,text,12
.text.quec_read_hotplug_debounce_from_nv,text,56
.text.ql_sim_set_debounce_cfg,text,68
.text.ql_sim_get_debounce_cfg,text,56
.text.ql_sim_get_write_count,text,212
.text.ql_sim_file_plmn_record_clear,text,60
.text.ql_sim_crsm,text,328
.text.ql_sim_check_plmn_valid,text,26
.text.ql_sim_prefer_plmn_file_max_index_cache,text,164
.text.ql_sim_prefer_plmn_set_file,text,52
.text.ql_sim_prefer_plmn_get_file,text,40
.text.ql_sim_prefer_plmn_file_get_supported_cache,text,216
.text.ql_sim_prefer_plmn_file_get_supported,text,412
.text.ql_sim_get_supported_file,text,172
.text.ql_sim_send_apdu,text,292
.text.quec_sim_csim,text,216
.text.quec_get_esim_eid_fsm,text,468
.text.ql_sim_msg_process,text,288
.text.ql_sim_get_eid,text,76
.text.ql_sim_unregister_cb,text,156
.text.ql_sim_register_cb,text,192
.text.ql_sim_send_event,text,32
.text.ql_sim_crsm_response,text,1036
.text.ql_sim_cpol_fsm_send_end,text,24
.text.ql_sim_prefer_plmn_file_read,text,652
.text.ql_sim_prefer_plmn_file_write,text,1132
.text.ql_sim_prefer_plmn_file_max_index,text,588
.text.quec_csim_rsp_cb,text,228
.text.ql_sim_init,text,80
.rodata.ql_cimi_resp_before_pb_done.str1.1,rodata,17
.rodata.ql_clck_sim_enable_rsp.str1.1,rodata,27
.rodata.ql_convert_iccid.str1.1,rodata,21
.rodata.ql_cpin_read_rsp.str1.1,rodata,63
.rodata.ql_get_ccid_rsp.str1.1,rodata,51
.rodata.ql_get_cnum_rsp.str1.1,rodata,116
.rodata.ql_get_imsi_rsp.str1.1,rodata,42
.rodata.ql_sim_change_pin_rsp.str1.1,rodata,58
.rodata.ql_sim_crsm.str1.1,rodata,55
.rodata.ql_sim_crsm_response.str1.1,rodata,192
.rodata.ql_sim_file_get_path.part.0.str1.1,rodata,27
.rodata.ql_sim_get_card_status_phy.str1.1,rodata,30
.rodata.ql_sim_get_debounce_cfg.str1.1,rodata,20
.rodata.ql_sim_get_imsi.str1.1,rodata,21
.rodata.ql_sim_get_supported_file.str1.1,rodata,46
.rodata.ql_sim_get_write_count.str1.1,rodata,46
.rodata.ql_sim_init.str1.1,rodata,38
.rodata.ql_sim_msg_process.str1.1,rodata,45
.rodata.ql_sim_prefer_plmn_file_get_supported.str1.1,rodata,123
.rodata.ql_sim_prefer_plmn_file_get_supported_cache.str1.1,rodata,47
.rodata.ql_sim_prefer_plmn_file_max_index.str1.1,rodata,110
.rodata.ql_sim_prefer_plmn_file_max_index_cache.str1.1,rodata,18
.rodata.ql_sim_prefer_plmn_file_read.str1.1,rodata,172
.rodata.ql_sim_prefer_plmn_file_write.str1.1,rodata,100
.rodata.ql_sim_register_cb.str1.1,rodata,34
.rodata.ql_sim_send_apdu.str1.1,rodata,20
.rodata.ql_sim_send_apdu_rsp.str1.1,rodata,22
.rodata.ql_sim_set_hotplug.str1.1,rodata,61
.rodata.ql_sim_set_operate_id.str1.1,rodata,112
.rodata.ql_sim_unregister_cb.str1.1,rodata,32
.rodata.quec_csim_rsp_cb.str1.1,rodata,68
.rodata.quec_get_esim_eid_fsm.str1.1,rodata,140
.rodata.quec_read_hotplug_debounce_from_nv.str1.1,rodata,49
.rodata.quec_sim_csim.str1.1,rodata,16
.text.ql_sms_delete_callback,text,108
.text.ql_sms_csca_callback,text,92
.text.ql_sms_read_msg_list,text,520
.text.ql_sms_read_msg_ex,text,500
.text.ql_sms_read_msg,text,192
.text.ql_sms_delete_msg_ex,text,496
.text.ql_sms_delete_msg,text,6
.text.ql_sms_get_center_address,text,212
.text.ql_sms_set_center_address,text,424
.text.ql_sms_get_storage_info,text,276
.text.ql_sms_set_storage,text,372
.text.ql_sms_get_storage,text,60
.text.ql_sms_set_code_mode,text,36
.text.ql_sms_get_code_mode,text,36
.text.ql_sms_parse_pdu,text,804
.text.ql_sms_set_msg,text,468
.text.ql_sms_list_callback,text,540
.text.ql_sms_read_callback,text,292
.text.ql_sms_set_retry_count,text,76
.text.ql_sms_get_init_status,text,52
.text.ql_sms_callback_register,text,12
.text.ql_sms_get_me_erase_flag,text,84
.text.quec_sms_init_me_size,text,56
.text.ql_sms_start_send_timer,text,72
.text.ql_sms_send_msg_ex,text,616
.text.ql_sms_send_msg,text,26
.text.ql_sms_send_pdu,text,524
.text.ql_sms_stop_send_timer,text,64
.text.ql_sms_send_callback,text,128
.text.ql_sms_set_ignore_cscs,text,32
.text.ql_sms_get_ignore_cscs,text,44
.text.quec_get_trust_info,text,144
.text.quec_trust_num_check,text,292
.text.quec_get_concat_sms_cfg,text,28
.text.quec_is_concat_sms,text,84
.text.quec_concat_sms_node_count,text,14
.text.quec_concat_sms_destroy,text,164
.text.quec_concat_sms_ouput,text,180
.text._concat_sms_cb,text,72
.text.quec_concat_sms_node_add,text,114
.text.quec_concat_sms_head_get,text,172
.text.quec_concat_sms_update,text,92
.text.quec_sms_init,text,4
.text.quec_sms_cfw_init,text,96
.rodata._concat_sms_cb.str1.1,rodata,25
.rodata.ql_sms_delete_callback.str1.1,rodata,27
.rodata.ql_sms_get_me_erase_flag.str1.1,rodata,23
.rodata.ql_sms_list_callback.str1.1,rodata,30
.rodata.ql_sms_parse_pdu.str1.1,rodata,3
.rodata.ql_sms_read_callback.str1.1,rodata,143
.rodata.ql_sms_read_msg.str1.1,rodata,40
.rodata.ql_sms_read_msg_ex.str1.1,rodata,28
.rodata.ql_sms_read_msg_list.str1.1,rodata,118
.rodata.ql_sms_send_callback.str1.1,rodata,12
.rodata.ql_sms_send_pdu.str1.1,rodata,22
.rodata.ql_sms_set_msg.str1.1,rodata,58
.rodata.quec_concat_sms_destroy.str1.1,rodata,39
.rodata.quec_concat_sms_head_get.str1.1,rodata,54
.rodata.quec_concat_sms_ouput.str1.1,rodata,54
.rodata.quec_concat_sms_update.str1.1,rodata,19
.rodata.quec_get_trust_info.str1.1,rodata,70
.rodata.quec_is_concat_sms.str1.1,rodata,31
.rodata.quec_trust_num_check.str1.1,rodata,64
.rodata.stors,rodata,32
.text.isLegalUTF8,text,118
.text.ConvertUTF8toUTF16,text,276
.text.utf8toutf16,text,68
.text.utf8len,text,40
.text.gsmEncode7bit,text,54
.text.pdu_encode,text,744
.rodata.offsetsFromUTF8,rodata,24
.rodata.trailingBytesForUTF8,rodata,256
.text.ql_spi_get_dev,text,80
.text.ql_spi_lock,text,28
.text.ql_spi_unlock,text,24
.text.ql_spi_ctrl_cs_pin,text,132
.text.ql_spi_init_ext,text,880
.text.ql_spi_init,text,184
.text.ql_spi_write_read,text,368
.text.ql_spi_read,text,444
.text.ql_spi_write,text,352
.text.ql_spi_cs_low,text,56
.text.ql_spi_cs_high,text,56
.text.ql_spi_cs_auto,text,60
.text.ql_spi_read_follow_write,text,468
.text.ql_spi_set_irq,text,152
.text.ql_spi_get_tx_fifo_free,text,104
.text.ql_spi_release,text,272
.text.ql_spi_request_sys_clk,text,100
.text.ql_spi_release_sys_clk,text,100
.rodata.ql_spi_ctrl_cs_pin.str1.1,rodata,23
.rodata.ql_spi_get_dev.str1.1,rodata,15
.rodata.ql_spi_init_ext.str1.1,rodata,357
.rodata.ql_spi_read.str1.1,rodata,19
.rodata.ql_spi_set_irq.str1.1,rodata,23
.rodata.ql_spi_write_read.str1.1,rodata,96
.text.ql_spi6_ext_nor_flash_clk_set,text,24
.text.ql_spi6_ext_nor_flash_init,text,4
.text.ql_spi6_ext_nor_flash_deinit,text,4
.text.ql_spi6_ext_nor_flash_sffs_mount,text,28
.text.ql_spi6_ext_nor_flash_sffs_unmount,text,20
.text.ql_spi6_ext_nor_flash_sffs_mkfs,text,28
.rodata.CSWTCH.4,rodata,16
.rodata.CSWTCH.7,rodata,16
.text.ql_spi_err_to_flash_err,text,28
.text.ql_spi_flash_init_ext,text,204
.text.ql_spi_flash_enable_write,text,60
.rodata.CSWTCH.2,rodata,76
.rodata.ql_spi_flash_init_ext.str1.1,rodata,28
.text.ql_spi_nand_type_portable,text,4
.text.ql_spi_nand_read_status,text,120
.text.ql_spi_nand_read_devid_ex,text,172
.text.ql_spi_nand_write_status,text,124
.text.ql_spi_nand_operate,text,264
.text.ql_spi_nand_reset,text,40
.text.ql_spi_nand_init_ext,text,160
.text.ql_spi_nand_init,text,44
.text.ql_spi_nand_init_portable,text,6
.text.ql_spi_nand_erase_block,text,42
.text.ql_spi_nand_load_program_data_op,text,176
.text.ql_spi_nand_load_program_data,text,22
.text.ql_spi_nand_program_excute,text,44
.text.ql_spi_nand_write_page_spare,text,104
.text.ql_spi_nand_write_spare,text,96
.text.ql_spi_nand_page_data_read,text,44
.text.ql_spi_nand_read_data,text,244
.text.ql_spi_nand_read_page_spare,text,108
.text.ql_spi_nand_read_devid,text,6
.rodata.ql_spi_nand_init_ext.str1.1,rodata,47
.rodata.ql_spi_nand_load_program_data_op.str1.1,rodata,15
.rodata.ql_spi_nand_operate.str1.1,rodata,48
.rodata.ql_spi_nand_read_devid_ex.str1.1,rodata,18
.rodata.ql_spi_nand_read_page_spare.str1.1,rodata,20
.rodata.ql_spi_nand_read_status.str1.1,rodata,17
.rodata.ql_spi_nand_write_page_spare.str1.1,rodata,20
.text.ql_spi_nor_wait_write_finish,text,124
.text.ql_spi_nor_init_ext,text,464
.text.ql_spi_nor_init,text,44
.text.ql_spi_nor_enable_write,text,24
.text.ql_spi_nor_write_16bit_status,text,232
.text.ql_spi_nor_write_8bit_status,text,220
.text.ql_spi_nor_read_status_low,text,52
.text.ql_spi_nor_read_status_high,text,132
.text.ql_spi_nor_erase_chip,text,116
.text.ql_spi_nor_read_capacity,text,32
.text.ql_spi_nor_get_addr_mode,text,80
.text.ql_spi_nor_read,text,92
.text.ql_spi_nor_page_write,text,276
.text.ql_spi_nor_write,text,236
.text.ql_spi_nor_erase_sector,text,136
.text.ql_spi_nor_erase_64k_block,text,136
.rodata.ql_spi_nor_init_ext.str1.1,rodata,153
.rodata.ql_spi_nor_page_write.str1.1,rodata,38
.rodata.ql_spi_nor_read.str1.1,rodata,19
.rodata.ql_spi_nor_wait_write_finish.str1.1,rodata,16
.rodata.ql_spi_nor_write_16bit_status.str1.1,rodata,67
.text.quec_port_get_rx_thread,text,72
.text.quec_uart_try_lock,text,100
.text.quec_uart_unlock,text,84
.text.quec_get_uart_cb,text,44
.text.ql_usrl1_rx_msg_process,text,164
.text.ql_usrl_modem_rx_msg_process,text,164
.text.ql_usrl_at_rx_msg_process,text,168
.text.ql_uart3_rx_msg_process,text,164
.text.ql_uart2_rx_msg_process,text,164
.text.ql_uart1_rx_msg_process,text,164
.text.quec_dev_add_device,text,88
.text.quec_dev_add_dispatch,text,120
.text.quec_dev_create_mutex,text,64
.text.quec_set_uart_status,text,44
.text.quec_get_dev_by_drv_name,text,28
.text._usrl_work_notify,text,176
.text._uart_work_notify,text,180
.text.quec_get_device_by_dev,text,76
.text.quec_dev_delete_dispatch,text,72
.text.quec_get_dispatch_by_dev,text,64
.text.quec_dispatch_is_valid,text,52
.text.quec_get_uart_status,text,44
.text.quec_uart_is_allow_create,text,26
.text.quec_uart_pin_init,text,244
.text.quec_at_device_create_success,text,48
.text.quec_uart_at_device_create,text,328
.text.quec_write_to_at_dev,text,92
.text.ql_uart_set_sleep_delay_time,text,24
.text.ql_uart_get_sleep_delay_time,text,24
.text.ql_uart_set_event_mask,text,164
.text.ql_uart_set_dcbconfig,text,224
.text.ql_uart_get_dcbconfig,text,80
.text.ql_uart_rx_trig_config,text,148
.text.ql_uart_write,text,116
.text.ql_uart_read,text,116
.text.ql_uart_write_aviable,text,68
.text.ql_uart_read_aviable,text,72
.text.ql_uart_register_cb,text,60
.text.ql_uart_close,text,156
.text.ql_uart_open,text,844
.text.ql_uart_get_tx_fifo_status,text,136
.text.ql_uart_tx_wait_complete,text,148
.text.ql_uart_set_rx_mode,text,64
.text.ql_uart_get_rx_mode,text,68
.text.quec_dispatch_bind_sim,text,68
.text.quec_get_sim_by_dispatch,text,52
.text.ql_uart_init,text,54
.rodata._usrl_work_notify.str1.1,rodata,75
.rodata.autobaud_list,rodata,52
.rodata.baud_list,rodata,88
.rodata.cbaud_list,rodata,84
.rodata.ql_dev_name,rodata,72
.rodata.ql_uart_get_tx_fifo_status.str1.1,rodata,75
.rodata.ql_uart_open.str1.1,rodata,203
.rodata.ql_uart_set_dcbconfig.str1.1,rodata,89
.rodata.ql_uart_set_event_mask.str1.1,rodata,81
.rodata.ql_uart_tx_wait_complete.str1.1,rodata,83
.rodata.ql_uart_write.str1.1,rodata,22
.rodata.ql_usrl1_rx_msg_process.str1.1,rodata,45
.rodata.quec_dev_add_device.str1.1,rodata,18
.rodata.quec_dev_add_dispatch.str1.1,rodata,48
.rodata.quec_dev_create_mutex.str1.1,rodata,30
.rodata.quec_dispatch_is_valid.str1.1,rodata,26
.rodata.quec_uart_at_device_create.str1.1,rodata,132
.rodata.quec_uart_pin_init.str1.1,rodata,83
.rodata.quec_uart_try_lock.str1.1,rodata,34
.rodata.quec_uart_unlock.str1.1,rodata,29
.rodata.quec_write_to_at_dev.str1.1,rodata,21
.rodata.uart23_baud_list,rodata,104
.text.ql_usb_set_detmode,text,104
.text.ql_usb_get_detmode,text,52
.text.ql_usb_set_config_nvm,text,292
.text.ql_usb_get_config_nvm,text,88
.text.ql_usb_config_nvm_init,text,64
.text.ql_usb_enable,text,68
.text.ql_usb_disable,text,10
.text.ql_usb_set_enum_mode,text,72
.text.ql_usb_get_enum_mode,text,30
.text.ql_usb_set_remote_wakeup,text,68
.text.ql_usb_get_remote_wakeup,text,30
.text.ql_usb_hotplug_init,text,20
.text.ql_usb_get_hotplug_state,text,22
.text.prvUsbHotplugNotify,text,28
.text.ql_usb_bind_hotplug_cb,text,12
.text.ql_set_usb_detect_max_time,text,96
.text.ql_get_usb_detect_max_time,text,16
.rodata.ql_set_usb_detect_max_time.str1.1,rodata,62
.rodata.ql_usb_config_nvm_init.str1.1,rodata,24
.rodata.ql_usb_enable.str1.1,rodata,21
.rodata.ql_usb_set_config_nvm.str1.1,rodata,145
.rodata.ql_usb_set_detmode.str1.1,rodata,32
.text.ql_virat_is_aviable,text,56
.text.ql_virt_at_tx_pipe_callback,text,176
.text.ql_virt_at_rx_pipe_callback,text,60
.text.quec_virat_operate_pipe,text,276
.text.ql_virt_at_write_aviable,text,116
.text.ql_virt_at_read,text,20
.text.ql_virt_at_write,text,20
.text.ql_virt_at_close,text,140
.text.ql_virt_at_open,text,324
.text.ql_virt_get_dispatch,text,84
.rodata.ql_virat_is_aviable.str1.1,rodata,28
.rodata.ql_virt_at_close.str1.1,rodata,31
.rodata.ql_virt_at_open.str1.1,rodata,32
.rodata.ql_virt_at_tx_pipe_callback.str1.1,rodata,77
.rodata.quec_virat_operate_pipe.str1.1,rodata,70
.text._qlVoiceDail,text,568
.text._ccwa_set_rsp,text,52
.text._ccwa_query_rsp,text,32
.text._vtsPlay,text,116
.text._ccfw_set_rsp,text,36
.text._voiceCallStateUpdate,text,34
.text._chld_rsp,text,224
.text._chld_volte_rsp,text,276
.text._getCCCount,text,76
.text._ath_rsp,text,260
.text._ssClassConvert2Ccfc,text,28
.text._ccfw_query_rsp,text,112
.text.ql_voice_auto_answer,text,40
.text.ql_voice_call_start,text,372
.text.ql_voice_call_answer,text,88
.text.ql_voice_call_end,text,236
.text.ql_voice_call_start_dtmf,text,296
.text.ql_voice_call_wait_set,text,280
.text.ql_voice_call_wait_get,text,280
.text.ql_voice_call_fw,text,420
.text.ql_voice_call_hold,text,776
.text.ql_voice_call_clcc,text,280
.text.ql_voice_call_callback_register,text,12
.rodata.CSWTCH.49,rodata,14
.rodata._ath_rsp.str1.1,rodata,7
.rodata._ccfw_query_rsp.str1.1,rodata,5
.rodata._chld_rsp.str1.1,rodata,27
.rodata._chld_volte_rsp.str1.1,rodata,49
.rodata._getCCCount.str1.1,rodata,13
.rodata._qlVoiceDail.str1.1,rodata,78
.rodata.ql_voice_call_end.str1.1,rodata,18
.rodata.ql_voice_call_hold.str1.1,rodata,29
.rodata.ql_voice_call_start.str1.1,rodata,16
.text.ql_volte_try_lock,text,20
.text.quec_volte_cfg_save,text,20
.text.ql_volte_set,text,320
.text.quec_volte_init,text,180
.text.ql_volte_vdp_set,text,108
.text.ql_volte_vdp_get,text,36
.text.ql_volte_usage_set,text,108
.text.ql_volte_usage_get,text,36
.text.nvmSetNvParam,text,148
.text.nvmGetNvParam,text,104
.text.ql_volte_user_agent_init,text,100
.text.ql_volte_ctx_set,text,72
.text.quec_ImsIsSet,text,24
.text.ql_volte_get,text,36
.text.ql_volte_ctx_get,text,88
.text.ql_ims_diable_plmn_handle,text,240
.rodata.nvmSetNvParam.str1.1,rodata,42
.rodata.ql_ims_get_disable_plmn.str1.1,rodata,28
.rodata.ql_volte_set.str1.1,rodata,97
.rodata.ql_volte_usage_set.str1.1,rodata,17
.rodata.ql_volte_user_agent_init.str1.1,rodata,63
.rodata.ql_volte_vdp_set.str1.1,rodata,15
.rodata.quec_volte_cfg_save.str1.1,rodata,20
.rodata.quec_volte_init.str1.1,rodata,14
.text.ql_wifi_ap_info_compare,text,12
.text.quec_sync_nnotify_cb,text,12
.text.ql_wifiscan_send_event,text,36
.text.ql_wifiscan_open,text,172
.text.ql_wifiscan_close,text,120
.text.ql_wifiscan_get_open_state,text,16
.text.ql_scan_wifi_ap,text,244
.text.ql_wifiscan_thread,text,288
.text.ql_wifiscan_do,text,392
.text.ql_wifiscan_option_set,text,216
.text.ql_wifiscan_async,text,264
.text.ql_wifiscan_register_cb,text,140
.text.ql_wifiscan_task_init,text,116
.rodata.ql_scan_wifi_ap.str1.1,rodata,124
.rodata.ql_wifiscan_async.str1.1,rodata,18
.rodata.ql_wifiscan_close.str1.1,rodata,22
.rodata.ql_wifiscan_do.str1.1,rodata,34
.rodata.ql_wifiscan_open.str1.1,rodata,103
.rodata.ql_wifiscan_option_set.str1.1,rodata,36
.rodata.ql_wifiscan_register_cb.str1.1,rodata,22
.rodata.ql_wifiscan_task_init.str1.1,rodata,67
.rodata.ql_wifiscan_thread.str1.1,rodata,41
.text.ql_xlat_set_ipv6_mtu,text,116
.text.ql_xlat_set_src_prefix_len,text,172
.text.ql_xlat_set_dest_prefix_len,text,120
.text.ql_xlat_getopt,text,68
.text.ql_xlat_get_allparam_string,text,124
.text.ql_xlat_get_enable,text,12
.text.ql_xlat_set_enable,text,48
.text.ql_xlat_update_enable,text,96
.text.ql_xlat_init,text,44
.text.ql_xlat_setopt,text,288
.text.ql_xlat_clat_enable,text,14
.text.ql_xlat_judge_support_plat,text,56
.rodata.ql_xlat_get_allparam_string.str1.1,rodata,54
.rodata.ql_xlat_getopt.str1.1,rodata,13
.rodata.ql_xlat_init.str1.1,rodata,10
.rodata.ql_xlat_set_dest_prefix_len.str1.1,rodata,42
.rodata.ql_xlat_set_enable.str1.1,rodata,23
.rodata.ql_xlat_set_ipv6_mtu.str1.1,rodata,29
.rodata.ql_xlat_set_src_prefix_len.str1.1,rodata,75
.rodata.ql_xlat_setopt.str1.1,rodata,72
.rodata.ql_xlat_update_enable.str1.1,rodata,30
.text.ql_plat_resp_timer_callback,text,12
.text.ql_xlat_msgsnd,text,64
.text.ql_plat_create_timer,text,68
.text.xlat_app_thread,text,196
.text.ql_plat_destroy_timer,text,36
.text.ql_xlat_app_create,text,112
.rodata.ql_plat_create_timer.str1.1,rodata,26
.rodata.ql_xlat_app_create.str1.1,rodata,22
.rodata.ql_xlat_msgsnd.str1.1,rodata,18
.rodata.xlat_app_thread.str1.1,rodata,49
.text.quec_ssl_ctx_int,text,64
.text.quec_ssl_ctx_set_sni,text,44
.text.quec_ssl_ctx_set_version,text,44
.text.quec_ssl_ctx_set_transport,text,44
.text.quec_ssl_ctx_set_ciphersuites,text,44
.text.quec_ssl_ctx_set_verify_mode,text,44
.text.quec_ssl_ctx_set_ca_chain,text,40
.text.quec_ssl_ctx_set_ca_chain_buffer,text,40
.text.quec_ssl_ctx_set_own_cert,text,44
.text.quec_ssl_ctx_set_own_cert_buffer,text,44
.text.quec_ssl_ctx_set_negotiation_timeout,text,44
.text.quec_ssl_ctx_set_negotiation_timeout_cb,text,40
.text.quec_ssl_ctx_set_ignore_expire,text,44
.text.quec_ssl_ctx_set_ignore_invalid_certsign,text,44
.text.quec_ssl_ctx_set_ignore_certitem,text,44
.text.quec_ssl_ctx_set_ignore_multi_certchain_verify,text,44
.text.quec_ssl_ctx_get_sni,text,44
.text.quec_ssl_ctx_get_version,text,44
.text.quec_ssl_ctx_get_verify_mode,text,44
.text.quec_ssl_ctx_get_ca_chain,text,40
.text.quec_ssl_ctx_get_own_cert,text,44
.text.quec_ssl_ctx_get_negotiation_timeout,text,44
.text.quec_ssl_ctx_get_ignore_expire,text,44
